actor IMDB	year	movie IMDB	movie ID	award_year	Actor	Title	Time	Mins	Lead
nm0000093	1996	tt0114746	12_monkeys	1995	Brad Pitt	12 Monkeys	17:36	17.6	non-lead
nm0252230	2013	tt2024544	12.years.a.slav_tt2024544	2013	Chiwetel Ejiofor	12 Years a Slave	1:37:18	97.3	lead
nm1055413	2013	tt2024544	12.years.a.slav_tt2024544	2013	Michael Fassbender	12 Years a Slave	27:59:00	27.983	non-lead
nm2143282	2013	tt2024544	12.years.a.slav_tt2024544	2013	Lupita Nyong'o	12 Years a Slave	22:30	22.5	non-lead
nm0290556	2010	tt1542344	127.hours_tt1542344	2010	James Franco	127 Hours	1:20:25	80.417	lead
nm0000158	2019	tt3224458	a.beautiful.day_tt3224458	2019	Tom Hanks	A Beautiful Day in the Neighborhood	44:56:00	44.933	non-lead
nm0000658	1988	tt0094924	a.cry.in.the.da_tt0094924	1988	Meryl Streep	A Cry in the Dark	1:07:29	67.483	lead
nm0000458	2005	tt0399146	a.history.of.vi_tt0399146	2005	William Hurt	A History of Violence	8:22	8.367	non-lead
nm0001114	1985	tt0087892	a.passage.to.in_tt0087892	1984	Judy Davis	A Passage to India	53:06:00	53.1	lead
nm0001919	1985	tt0087892	a.passage.to.in_tt0087892	1984	Peggy Ashcroft	A Passage to India	32:16:00	32.267	non-lead
nm0001186	1987	tt0091867	a.room.with.a.v_tt0091867	1986	Denholm Elliott	A Room with a View	13:03	13.05	non-lead
nm0001749	1987	tt0091867	a.room.with.a.v_tt0091867	1986	Maggie Smith	A Room with a View	26:30:00	26.5	non-lead
nm0128360	1984	tt0088146	a.soldiers.stor_tt0088146	1984	Adolph Caesar	A Soldier's Story	26:35:00	26.583	non-lead
nm0000197	2003	tt0257360	about.schmidt_tt0257360	2002	Jack Nicholson	About Schmidt	1:35:57	95.95	lead
nm0000870	2003	tt0257360	about.schmidt_tt0257360	2002	Kathy Bates	About Schmidt	12:59	12.983	non-lead
nm0000056	1981	tt0081974	absence_of_malice	1981	Paul Newman	Absence of Malice	45:25:00	45.417	lead
nm0227039	1981	tt0081974	absence_of_malice	1981	Melinda Dillon	Absence of Malice	9:13	9.217	non-lead
nm0000133	1989	tt0094606	accidental.tour_tt0094606	1988	Geena Davis	The Accidental Tourist	29:30:00	29.5	non-lead
nm0000149	1988	tt0094608	accused_tt0094608	1988	Jodie Foster	The Accused	51:44:00	51.733	lead
nm0000115	2002	tt0268126	adaptation._tt0268126	2002	Nicolas Cage	Adaptation	1:03:38	63.633	lead
nm0000658	2002	tt0268126	adaptation._tt0268126	2002	Meryl Streep	Adaptation	30:45:00	30.75	non-lead
nm0000560	1997	tt0118564	affliction_tt0118564	1998	Nick Nolte	Affliction	1:25:14	85.233	lead
nm0000336	1997	tt0118564	affliction_tt0118564	1998	James Coburn	Affliction	17:10	17.167	non-lead
nm0000213	1993	tt0106226	age.of.innocenc_tt0106226	1993	Winona Ryder	The Age of Innocence	28:26:00	28.433	non-lead
nm0000843	1985	tt0088683	agnes.of.god_tt0088683	1985	Anne Bancroft	Agnes of God	33:26:00	33.433	lead
nm0000672	1985	tt0088683	agnes.of.god_tt0088683	1985	Meg Tilly	Agnes of God	37:00:00	37	non-lead
nm0000244	1986	tt0090605	alien_2	1986	Sigourney Weaver	Aliens	1:13:14	73.233	lead
nm0000531	2000	tt0181875	almost.famous_tt0181875	2000	Frances McDormand	Almost Famous	12:10	12.167	non-lead
nm0005028	2000	tt0181875	almost.famous_tt0181875	2000	Kate Hudson	Almost Famous	25:28:00	25.467	non-lead
nm0000719	1985	tt0086879	amadeus_tt0086879	1984	F. Murray Abraham	Amadeus	1:08:00	68	lead
nm0001371	1985	tt0086879	amadeus_tt0086879	1984	Tom Hulce	Amadeus	1:08:46	68.767	lead
nm0000228	1999	tt0169547	american_beauty	1999	Kevin Spacey	American Beauty	48:34:00	48.567	lead
nm0000906	1999	tt0169547	american_beauty	1999	Annette Bening	American Beauty	28:04:00	28.067	lead
nm0002039	2007	tt0765429	american_gangster	2007	Ruby Dee	American Gangster	6:10	6.167	non-lead
nm0177896	2015	tt2179136	american_sniper	2014	Bradley Cooper	American Sniper	1:24:29	84.483	lead
nm0000288	2013	tt1800241	american.hustle_tt1800241	2013	Christian Bale	American Hustle	1:07:34	67.567	lead
nm0010736	2013	tt1800241	american.hustle_tt1800241	2013	Amy Adams	American Hustle	49:50:00	49.833	lead
nm0177896	2013	tt1800241	american.hustle_tt1800241	2013	Bradley Cooper	American Hustle	45:40:00	45.667	non-lead
nm2225369	2013	tt1800241	american.hustle_tt1800241	2013	Jennifer Lawrence	American Hustle	20:18	20.3	non-lead
nm0000164	1997	tt0118607	amistad_tt0118607	1997	Anthony Hopkins	Amistad	27:50:00	27.833	non-lead
nm0728938	2012	tt1602620	amour_tt1602620	2012	Emmanuelle Riva	Amour	1:08:11	68.183	lead
nm1659547	2009	tt1174732	an.education_tt1174732	2009	Carey Mulligan	An Education	1:13:55	73.917	lead
nm0000438	1995	tt0112384	apollo13	1995	Ed Harris	Apollo 13	14:47	14.783	non-lead
nm0000599	1995	tt0112384	apollo13	1995	Kathleen Quinlan	Apollo 13	15:44	15.733	non-lead
nm0000273	2012	tt1024648	argo	2012	Alan Arkin	Argo	8:39	8.65	non-lead
nm0001545	1981	tt0082031	arthur_full	1981	Dudley Moore	Arthur	1:16:35	76.583	lead
nm0000024	1981	tt0082031	arthur_full	1981	John Gielgud	Arthur	18:44	18.733	non-lead
nm0241121	2011	tt1655442	artist_tt1655442	2011	Jean Dujardin	The Artist	58:15:00	58.25	lead
nm0067367	2011	tt1655442	artist_tt1655442	2011	Bérénice Bejo	The Artist	29:43:00	29.717	non-lead
nm0000044	1980	tt0080388	atlantic.city_tt0080388	1981	Burt Lancaster	Atlantic City	56:32:00	56.533	lead
nm0000215	1980	tt0080388	atlantic.city_tt0080388	1981	Susan Sarandon	Atlantic City	45:47:00	45.783	lead
nm1519680	2007	tt0783233	atonement_tt0783233	2007	Saoirse Ronan	Atonement	21:00	21	non-lead
nm0000138	2005	tt0338751	aviator	2004	Leonardo DiCaprio	The Aviator	1:57:46	117.767	lead
nm0000257	2005	tt0338751	aviator	2004	Alan Alda	The Aviator	10:53	10.883	non-lead
nm0000949	2005	tt0338751	aviator	2004	Cate Blanchett	The Aviator	25:45:00	25.75	non-lead
nm0000134	1991	tt0099077	awakenings	1990	Robert De Niro	Awakenings	44:56:00	44.933	lead
nm0000342	1995	tt0112431	babe	1995	James Cromwell	Babe	27:34:00	27.567	non-lead
nm0056770	2006	tt0449467	babel_tt0449467	2006	Adriana Barraza	Babel	23:21	23.35	non-lead
nm0452860	2006	tt0449467	babel_tt0449467	2006	Rinko Kikuchi	Babel	28:16:00	28.267	non-lead
nm0268199	2022	tt11813216	banshees.of.ini_tt11813216	2022	Colin Farrell	The Banshees of Inisherin	1:09:26	69.433	lead
nm0174403	2022	tt11813216	banshees.of.ini_tt11813216	2022	Kerry Condon	The Banshees of Inisherin	23:09	23.15	non-lead
nm0322407	2022	tt11813216	banshees.of.ini_tt11813216	2022	Brendan Gleeson	The Banshees of Inisherin	34:32:00	34.533	non-lead
nm4422686	2022	tt11813216	banshees.of.ini_tt11813216	2022	Barry Keoghan	The Banshees of Inisherin	13:50	13.833	non-lead
nm4832920	2012	tt2125435	beasts.of.the.s_tt2125435	2012	Quvenzhané Wallis	Beasts of the Southern Wild	55:53:00	55.883	lead
nm0000128	2002	tt0268978	beautiful_mind	2001	Russell Crowe	A Beautiful Mind	1:36:43	96.717	lead
nm0000124	2002	tt0268978	beautiful_mind	2001	Jennifer Connelly	A Beautiful Mind	38:17:00	38.283	non-lead
nm0001416	1999	tt0120601	being.john.malk_tt0120601	1999	Catherine Keener	Being John Malkovich	27:39:00	27.65	non-lead
nm0001132	2021	tt12789558	belfast_tt12789558	2021	Judi Dench	Belfast	13:51	13.85	non-lead
nm0001354	2021	tt12789558	belfast_tt12789558	2021	Ciarán Hinds	Belfast	11:54	11.9	non-lead
nm0001164	1982	tt0083642	best_little_whorehouse_in_texas	1982	Charles Durning	The Best Little Whorehouse in Texas	7:26	7.433	non-lead
nm0000158	1988	tt0094737	big	1988	Tom Hanks	Big	1:06:19	66.317	lead
nm0000335	1983	tt0085244	big_chill	1983	Glenn Close	The Big Chill	22:39	22.65	non-lead
nm0000288	2015	tt1596363	big.short_tt1596363	2015	Christian Bale	The Big Short	22:27	22.45	non-lead
nm0910278	2000	tt0249462	billy.elliot_tt0249462	2000	Julie Walters	Billy Elliot	21:44	21.733	non-lead
nm1297015	2014	tt2562232	birdman.or.the._tt2562232	2014	Emma Stone	Birdman	19:22	19.367	non-lead
nm0000474	2014	tt2562232	birdman.or.the._tt2562232	2014	Michael Keaton	Birdman	1:19:44	79.733	lead
nm0001570	2014	tt2562232	birdman.or.the._tt2562232	2014	Edward Norton	Birdman	30:13:00	30.217	non-lead
nm0000291	2022	tt9114286	black.panther.w_tt9114286	2022	Angela Bassett	Black Panther: Wakanda Forever	21:57	21.95	non-lead
nm0000204	2011	tt0947798	black.swan_tt0947798	2010	Natalie Portman	Black Swan	1:29:18	89.3	lead
nm3485845	2018	tt7349662	blackkklansman_tt7349662	2018	Adam Driver	BlacKkKlansman	38:16:00	38.267	non-lead
nm0000113	2009	tt0878804	blind_side	2009	Sandra Bullock	The Blind Side	55:54:00	55.9	lead
nm1785339	2018	tt1727824	bohemian_rhapsody	2018	Rami Malek	Bohemian Rhapsody	1:31:58	91.967	lead
nm0000234	2020	tt6394270	bombshell_tt6394270	2019	Charlize Theron	Bombshell	37:16:00	37.267	lead
nm3053338	2020	tt6394270	bombshell_tt6394270	2019	Margot Robbie	Bombshell	26:16:00	26.267	non-lead
nm0000194	1997	tt0118749	boogie.nights_tt0118749	1997	Julianne Moore	Boogie Nights	27:17:00	27.283	non-lead
nm0000608	1997	tt0118749	boogie.nights_tt0118749	1997	Burt Reynolds	Boogie Nights	34:37:00	34.617	non-lead
nm0000129	1990	tt0096969	born_on_the_fourth_of_july	1989	Tom Cruise	Born on the Fourth of July	1:34:09	94.15	lead
nm0000099	2014	tt1065073	boyhood_tt1065073	2014	Patricia Arquette	Boyhood	33:54:00	33.9	non-lead
nm0000160	2014	tt1065073	boyhood_tt1065073	2014	Ethan Hawke	Boyhood	43:48:00	43.8	non-lead
nm0001833	1996	tt0115751	breaking.the.wa_tt0115751	1996	Emily Watson	Breaking the Waves	1:33:44	93.733	lead
nm0565250	2011	tt1478338	bridesmaids	2011	Melissa McCarthy	Bridesmaids	20:38	20.633	non-lead
nm0753314	2015	tt3682448	bridge.of.spies_tt3682448	2015	Mark Rylance	Bridge of Spies	25:06:00	25.1	non-lead
nm0000658	1995	tt0112579	bridges_of_madison_county	1995	Meryl Streep	The Bridges of Madison County	1:32:54	92.9	lead
nm0000250	2001	tt0243155	bridget.joness._tt0243155	2001	Renée Zellweger	Bridget Jones's Diary	1:08:40	68.667	lead
nm0000456	1988	tt0092699	broadcast.news_tt0092699	1987	Holly Hunter	Broadcast News	1:11:21	71.35	lead
nm0000458	1988	tt0092699	broadcast.news_tt0092699	1987	William Hurt	Broadcast News	52:41:00	52.683	lead
nm0000983	1988	tt0092699	broadcast.news_tt0092699	1987	Albert Brooks	Broadcast News	43:32:00	43.533	non-lead
nm0005132	2006	tt0388795	brokeback.mount_tt0388795	2005	Heath Ledger	Brokeback Mountain	1:23:22	83.367	lead
nm0350453	2006	tt0388795	brokeback.mount_tt0388795	2005	Jake Gyllenhaal	Brokeback Mountain	58:09:00	58.15	non-lead
nm0931329	2006	tt0388795	brokeback.mount_tt0388795	2005	Michelle Williams	Brokeback Mountain	14:25	14.417	non-lead
nm1519680	2015	tt2381111	brooklyn_tt2381111	2015	Saoirse Ronan	Brooklyn	1:31:29	91.483	lead
nm0000886	1992	tt0101516	bugsy_tt0101516	1991	Warren Beatty	Bugsy	1:41:31	101.517	lead
nm0000172	1992	tt0101516	bugsy_tt0101516	1991	Harvey Keitel	Bugsy	13:54	13.9	non-lead
nm0001426	1992	tt0101516	bugsy_tt0101516	1991	Ben Kingsley	Bugsy	11:46	11.767	non-lead
nm0000134	1991	tt0101540	cape_fear	1991	Robert De Niro	Cape Fear	48:22:00	48.367	lead
nm0000496	1991	tt0101540	cape_fear	1991	Juliette Lewis	Cape Fear	27:56:00	27.933	non-lead
nm0000450	2005	tt0379725	capote_tt0379725	2005	Philip Seymour Hoffman	Capote	1:22:46	82.767	lead
nm0001416	2005	tt0379725	capote_tt0379725	2005	Catherine Keener	Capote	18:41	18.683	non-lead
nm5831542	2013	tt1535109	captain_phillips	2013	Barkhad Abdi	Captain Phillips	43:33:00	43.55	non-lead
nm0000949	2015	tt2402927	carol_tt2402927	2015	Cate Blanchett	Carol	1:04:45	64.75	lead
nm1913734	2015	tt2402927	carol_tt2402927	2015	Rooney Mara	Carol	1:10:37	70.617	non-lead
nm0000232	1995	tt0112641	casino_tt0112641	1995	Sharon Stone	Casino	51:58:00	51.967	lead
nm0000158	2000	tt0162222	castaway	2000	Tom Hanks	Cast Away	1:58:15	118.25	lead
nm0000686	2002	tt0264464	catch.me.if.you_tt0264464	2002	Christopher Walken	Catch Me If You Can	18:46	18.767	non-lead
nm0000453	1981	tt0082158	chariots_of_fire	1981	Ian Holm	Chariots of Fire	14:10	14.167	non-lead
nm0000450	2007	tt0472062	charlie.wilsons_tt0472062	2007	Philip Seymour Hoffman	Charlie Wilson's War	25:10:00	25.167	non-lead
nm0000250	2003	tt0299658	chicago	2002	Renée Zellweger	Chicago	56:01:00	56.017	lead
nm0000604	2003	tt0299658	chicago	2002	John C. Reilly	Chicago	11:36	11.6	non-lead
nm0001451	2003	tt0299658	chicago	2002	Queen Latifah	Chicago	10:55	10.917	non-lead
nm0001876	2003	tt0299658	chicago	2002	Catherine Zeta-Jones	Chicago	29:55:00	29.917	non-lead
nm0000458	1986	tt0090830	children.of.a.l_tt0090830	1986	William Hurt	Children of a Lesser God	1:23:06	83.1	lead
nm0559144	1986	tt0090830	children.of.a.l_tt0090830	1986	Marlee Matlin	Children of a Lesser God	1:02:47	62.783	lead
nm0001453	1986	tt0090830	children.of.a.l_tt0090830	1986	Piper Laurie	Children of a Lesser God	8:00	8	non-lead
nm0000300	2001	tt0241303	chocolat_tt0241303	2000	Juliette Binoche	Chocolat	52:11:00	52.183	lead
nm0001132	2001	tt0241303	chocolat_tt0241303	2000	Judi Dench	Chocolat	13:38	13.633	non-lead
nm0000323	2000	tt0124315	cider.house.rul_tt0124315	1999	Michael Caine	The Cider House Rules	26:38:00	26.633	non-lead
nm0316079	2005	tt0352248	cinderella.man_tt0352248	2005	Paul Giamatti	Cinderella Man	34:52:00	34.867	non-lead
nm0001588	1991	tt0101587	city_slickers	1991	Jack Palance	City Slickers	12:24	12.4	non-lead
nm0000215	1994	tt0109446	client	1994	Susan Sarandon	The Client	37:55:00	37.917	lead
nm0000204	2004	tt0376541	closer_tt0376541	2004	Natalie Portman	Closer	38:20:00	38.333	non-lead
nm0654110	2004	tt0376541	closer_tt0376541	2004	Clive Owen	Closer	37:16:00	37.267	non-lead
nm0000651	1980	tt0080549	coal_miners_daughter	1980	Sissy Spacek	Coal Miner's Daughter	1:30:58	90.967	lead
nm0000747	1985	tt0088933	cocoon	1985	Don Ameche	Cocoon	24:27:00	24.45	non-lead
nm0000179	2004	tt0159365	cold.mountain_tt0159365	2003	Jude Law	Cold Mountain	1:06:02	66.033	lead
nm0000250	2004	tt0159365	cold.mountain_tt0159365	2003	Renée Zellweger	Cold Mountain	28:40:00	28.667	non-lead
nm0004937	2004	tt0369339	collateral	2004	Jamie Foxx	Collateral	1:04:13	64.217	non-lead
nm0000056	1986	tt0090863	color_of_money	1986	Paul Newman	The Color of Money	1:22:39	82.65	lead
nm0001512	1986	tt0090863	color_of_money	1986	Mary Elizabeth Mastrantonio	The Color of Money	37:08:00	37.133	non-lead
nm0000155	1986	tt0088939	color_purple	1985	Whoopi Goldberg	The Color Purple	1:01:19	61.317	lead
nm0001856	1986	tt0088939	color_purple	1985	Oprah Winfrey	The Color Purple	23:01	23.017	non-lead
nm0001923	1986	tt0088939	color_purple	1985	Margaret Avery	The Color Purple	34:35:00	34.583	non-lead
nm0001838	2005	tt0387131	constant.garden_tt0387131	2005	Rachel Weisz	The Constant Gardener	30:00:00	30	non-lead
nm0000369	2005	tt0375679	crash_tt0375679	2005	Matt Dillon	Crash	16:31	16.517	non-lead
nm0000230	2015	tt3076658	creed	2015	Sylvester Stallone	Creed	57:50:00	57.833	non-lead
nm0001445	1989	tt0097123	crimes.and.misd_tt0097123	1989	Martin Landau	Crimes and Misdemeanors	43:43:00	43.717	non-lead
nm0000651	1986	tt0090886	crimes.of.the.h_tt0090886	1986	Sissy Spacek	Crimes of the Heart	51:53:00	51.883	lead
nm0002128	1986	tt0090886	crimes.of.the.h_tt0090886	1986	Tess Harper	Crimes of the Heart	9:52	9.867	non-lead
nm0000243	1987	tt0092804	cry.freedom_tt0092804	1987	Denzel Washington	Cry Freedom	29:50:00	29.833	non-lead
nm0001653	1993	tt0104036	crying_game	1992	Stephen Rea	The Crying Game	1:21:05	81.083	lead
nm0001109	1993	tt0104036	crying_game	1992	Jaye Davidson	The Crying Game	43:34:00	43.567	non-lead
nm0000093	2008	tt0421715	curious.case.of_tt0421715	2008	Brad Pitt	The Curious Case of Benjamin Button	1:25:40	85.667	lead
nm0378245	2008	tt0421715	curious.case.of_tt0421715	2008	Taraji P. Henson	The Curious Case of Benjamin Button	16:33	16.55	non-lead
nm0000190	2013	tt0790636	dallas.buyers.c_tt0790636	2013	Matthew McConaughey	Dallas Buyers Club	1:30:40	90.667	lead
nm0001467	2013	tt0790636	dallas.buyers.c_tt0790636	2013	Jared Leto	Dallas Buyers Club	22:28	22.467	non-lead
nm0000126	1990	tt0099348	dances_with_wolves_fs	1990	Kevin Costner	Dances with Wolves	1:41:44	101.733	lead
nm0001295	1990	tt0099348	dances_with_wolves_fs	1990	Graham Greene	Dances with Wolves	28:43:00	28.717	non-lead
nm0001521	1990	tt0099348	dances_with_wolves_fs	1990	Mary McDonnell	Dances with Wolves	31:04:00	31.067	non-lead
nm0000335	1989	tt0094947	dangerous.liais_tt0094947	1988	Glenn Close	Dangerous Liaisons	40:49:00	40.817	lead
nm0000201	1989	tt0094947	dangerous.liais_tt0094947	1988	Michelle Pfeiffer	Dangerous Liaisons	29:29:00	29.483	non-lead
nm0005132	2008	tt0468569	dark_knight	2008	Heath Ledger	The Dark Knight	33:10:00	33.167	non-lead
nm0000198	2017	tt4555426	darkest.hour_tt4555426	2017	Gary Oldman	Darkest Hour	1:22:47	82.783	lead
nm0000245	1989	tt0097165	dead_poets_society	1989	Robin Williams	Dead Poets Society	33:39:00	33.65	lead
nm0000215	1996	tt0112818	dead.man.walkin_tt0112818	1995	Susan Sarandon	Dead Man Walking	1:13:56	73.933	lead
nm0000576	1996	tt0112818	dead.man.walkin_tt0112818	1995	Sean Penn	Dead Man Walking	49:00:00	49	lead
nm0000242	2006	tt0407887	departed	2006	Mark Wahlberg	The Departed	9:21	9.35	non-lead
nm0000123	2011	tt1033575	descendants_tt1033575	2011	George Clooney	The Descendants	1:23:47	83.783	lead
nm0000658	2006	tt0458352	devil_wears_prada	2006	Meryl Streep	The Devil Wears Prada	28:39:00	28.65	lead
nm0000199	1990	tt0099422	dick_tracy	1990	Al Pacino	Dick Tracy	22:38	22.633	non-lead
nm0910607	2012	tt1853728	django.unchaine_tt1853728	2012	Christoph Waltz	Django Unchained	1:06:17	66.283	non-lead
nm0000732	1989	tt0097216	do.the.right.th_tt0097216	1989	Danny Aiello	Do the Right Thing	23:47	23.783	non-lead
nm0000552	2007	tt0443489	dreamgirls_tt0443489	2006	Eddie Murphy	Dreamgirls	24:49:00	24.817	non-lead
nm1617685	2007	tt0443489	dreamgirls_tt0443489	2006	Jennifer Hudson	Dreamgirls	51:30:00	51.5	non-lead
nm0000151	1990	tt0097239	driving_miss_daisy	1989	Morgan Freeman	Driving Miss Daisy	55:34:00	55.567	lead
nm0001788	1990	tt0097239	driving_miss_daisy	1989	Jessica Tandy	Driving Miss Daisy	55:11:00	55.183	lead
nm0000101	1990	tt0097239	driving_miss_daisy	1989	Dan Aykroyd	Driving Miss Daisy	26:31:00	26.517	non-lead
nm0001557	2007	tt0765443	eastern.promise_tt0765443	2007	Viggo Mortensen	Eastern Promises	44:58:00	44.967	lead
nm0001445	1994	tt0109707	ed.wood_tt0109707	1994	Martin Landau	Ed Wood	33:18:00	33.3	non-lead
nm0000323	1983	tt0085478	educating.rita_tt0085478	1983	Michael Caine	Educating Rita	57:06:00	57.1	lead
nm0910278	1983	tt0085478	educating.rita_tt0085478	1983	Julie Walters	Educating Rita	1:13:36	73.6	lead
nm0000457	1980	tt0080678	elephant.man_tt0080678	1980	John Hurt	The Elephant Man	53:39:00	53.65	lead
nm0000949	1998	tt0127536	elizabeth_tt0127536	1998	Cate Blanchett	Elizabeth	56:41:00	56.683	lead
nm2581521	2022	tt3704428	elvis_tt3704428	2022	Austin Butler	Elvis	1:35:34	95.567	lead
nm0687506	1991	tt0101811	enchanted.april_tt0101811	1992	Joan Plowright	Enchanted April	19:23	19.383	non-lead
nm0000194	1999	tt0172396	end.of.the.affa_tt0172396	1999	Julianne Moore	The End of the Affair	46:39:00	46.65	lead
nm0000565	1989	tt0097276	enemies.a.love._tt0097276	1989	Lena Olin	Enemies, A Love Story	41:38:00	41.633	non-lead
nm0001378	1989	tt0097276	enemies.a.love._tt0097276	1989	Anjelica Huston	Enemies, A Love Story	24:28:00	24.467	non-lead
nm0000146	1996	tt0116209	english.patient_tt0116209	1996	Ralph Fiennes	The English Patient	1:22:17	82.283	lead
nm0000218	1996	tt0116209	english.patient_tt0116209	1996	Kristin Scott Thomas	The English Patient	47:38:00	47.633	lead
